# Geni relationship path to 377649183480004232 (IN-LAW, not blood)
#
# GENERATED by the geni collector extension's `individual` job, from
# https://www.geni.com/people/Elen-ferch-Eudaf-Hen/377649183480004232 on 2026-09-09.
# Do not hand-edit: re-run the collector instead.
#
# ANCHORED ON CHARLEMAGNE — step 1 is Charlemagne himself, checked by id
# (geni:6000000002457013227, not the viewer's 6000000087535357291). `docs/anchor-protocol.md`.
# The anchor had drifted onto Lǐ Hēng 李亨, Emperor Suzong of Tang before this capture and was
# re-set by protocol first; the banner was read again afterwards.
#
# ⛔ THE COLLECTOR SAID `via: blood` AND IT IS WRONG — corrected by hand. Geni's own banner reads
# **"Shortest in-law relationship"**, and its prose is a chain of husbands: *"Charlemagne's great
# granddaughter's husband's great granddaughter's husband's first cousin's husband's 17th great
# grandmother."*
#
# **This is the SECOND instance**, after Miroslava, Princess of Bulgaria `371367105380011098`
# the same day, so the defect is reproducible rather than a one-off. `6b2dee75` — *"the in-law
# chain was returned as the blood result"* — was running for both. **Nothing explains it.**
#
# The two differ in one way worth recording: Miroslava's page ALSO said *"No blood relationship
# was found."* while this one does not, so here Geni simply returned the in-law chain as the
# SHORTEST and a longer blood path may exist. Either way `via` describes which search ran, not
# what came back.
#
# The chain shows it without the banner: it leaves the Carolingian descent at step 5 through
# *"her husband"* Aethelwulf, crosses two more marriages (Sitric Cáech at 9, Anarawd at 13) and
# a sibling step (11), then climbs FATHERS all the way back from Rhodri the Great through the
# kings of the Isle of Man to Antonius Donatus Gregorius and his mother, the target.
#
#   step  5  "her husband"    <- the descent ends here
#   step  9  "her husband"
#   step 11  "his brother"
#   step 13  "her husband"
#   steps 14-31  "his father" / "his mother" / "her father" — an ASCENT, not a descent
#
# An in-law path counts. You, 2026-09-07: *"in-law connections are just as valid blood is no
# required lol."* This is a HIT; it is simply not a blood one.
#
# Geni's own prose summary, kept because the per-step relation words drop what it
# keeps — half-siblings above all, which no step word states:
# Elen ferch Eudaf Hen is Charlemagne's great granddaughter's husband's great granddaughter's husband's first cousin's husband's 17th great grandmother.
step	name	relation_to_previous	note
1	Charlemagne	-	geni:6000000002457013227
2	Louis I, The Pious	his son	geni:6000000001266578142
3	Charles II "the Bald", Western Emperor	his son	geni:6000000005588616059
4	Judith, Countess of Flanders	his daughter	geni:6000000001744837976
5	Aethelwulf, king of Wessex	her husband	geni:6000000003826814612
6	Alfred the Great, king of the Anglo-Saxons	his son	geni:3967262167710039627
7	Edward I "the Elder", king of The Anglo-Saxons	his son	geni:6000000002363192047
8	Eadgyth	his daughter	geni:6000000000350888818
9	Sitric "Cáech" ua Ímair, King of Dublin & York	her husband	geni:6000000000350888826
10	Unidentified child of Ivarr	his father	geni:6000000004148987446
11	Sitric mac Ímair, King of Dublin	his brother	geni:6000000037504490385
12	Angharad ferch Sitric	his daughter	geni:6000000174239616663
13	Anarawd ap Rhodri Mawr	her husband	geni:6000000002543244556
14	Rhodri the Great, king of the Britons	his father	geni:6000000000475063599
15	Merfyn Frych ap Gwriad	his father	geni:6000000002195014829
16	Gwriad ap Elidir	his father	geni:6000000006906412348
17	Elidir ap Sandde	his father	geni:6000000000437608918
18	Celeinion verch Tudwal	his mother	geni:6000000002278883206
19	Tudwal ap Anarawd, Brenin Ynys Manau	her father	geni:6000000001355641630
20	Anarawd Gwalch-crwn ap Merfyn, King of the Isle of Man	his father	geni:6000000007051737905
21	Merfyn Mawr ap Cynfyn, King of the Isle of Man	his father	geni:4821628772810061070
22	Cynfyn ap Anllech, King of Isle of Man	his father	geni:4821632678580082296
23	Anllech ap Tudwal, King of Isle of Man	his father	geni:6000000007005982778
24	Tudwal ap Rhun	his father	geni:6000000007005746972
25	Rhun ap Neithon	his father	geni:4821653273640042509
26	Neithon ap Senyllt Hael	his father	geni:6000000007006497039
27	Senyllt Hael ap Dingad	his father	geni:6000000000437030686
28	Dingad ap Tudwal	his father	geni:6000000003828002297
29	Tudwal ab Ednyfed	his father	geni:6000000001355641705
30	Ednyfed ap Anwn Dynod	his father	geni:6000000006290698601
31	Antonius Donatus Gregorius	his father	geni:6000000003827309346
32	Elen ferch Eudaf Hen	his mother	geni:377649183480004232
