# Geni relationship path to 296165995120003655 (IN-LAW, not blood)
#
# GENERATED by the geni collector extension's `individual` job, from
# https://www.geni.com/people/Anna-Throndsen/296165995120003655 on 2026-09-06.
# Do not hand-edit: re-run the collector instead.
#
# ANCHORED ON CHARLEMAGNE — step 1 is Charlemagne himself, checked by id. This is the second
# capture of her: the first came back viewer-anchored while the pin had lapsed, and is discarded.
# `docs/anchor-protocol.md`.
#
# ⛔ THE FIRST IN-LAW HIT OF THE CAMPAIGN, AND THE STEP WORDS ALMOST HIDE IT. Steps 1-23 are an
# unbroken blood descent from Charlemagne to Mary, Queen of Scots. The last two are not:
#
#     24  James Hepburn, 4th Earl of Bothwell   HER HUSBAND
#     25  Anna Throndsen                        HIS FIANCÉE
#
# Geni's own prose says so and the per-step words do not:
# *"Anna Throndsen is Charlemagne's 20th great granddaughter's husband's fiancée."*
# That is `CLAUDE.md` § *Grab the RESIDUALS* exactly — the structured parse keeps `her husband`
# and `his fiancée` as relation words but nothing in the chain marks the whole path as in-law,
# and a reader counting steps would call this a 25-step blood descent.
#
# ⛔ SO IT IS NOT A BLOOD REACH AND MUST NOT BE COUNTED AS ONE. Every other Charlemagne hit
# captured on 2026-09-06 reads *"is Charlemagne's Nth great grand-"*, which is blood. This one
# reaches him only through a marriage and an engagement. `reports/isolates.csv` has no column
# for the distinction; the row is `yes` because a path to Charlemagne exists, which is what that
# column says, and this header is where the qualification lives.
#
# **NEEDS-DECISION, hers: whether the reach rate should count in-law paths.** Her framing of the
# pilot has always been *blood* — `runPath` is dispatched with `kind: "blood"` — and
# `docs/anchor-protocol.md` already records Rudolf Beck as *"a blood miss with in-law
# unchecked"*, which implies the two are tracked apart. One row is not worth a schema change;
# a second one is.
step	name	relation_to_previous	note
1	Charlemagne	-	geni:6000000002457013227
2	Louis I, The Pious	his son	geni:6000000001266578142
3	Giséle of Cysoing	his daughter	geni:6000000000424624719
4	Berengar I, emperor of the Romans	her son	geni:6000000001669654269
5	Gisela of Friuli	his daughter	geni:6000000008592343633
6	Berengar II of Ivrea, king of Italy	her son	geni:6000000005936551695
7	Rozala of Italy	his daughter	geni:4258970970100070152
8	Baldwin IV the Bearded, count of Flanders	her son	geni:6000000001412935350
9	Oda van Breda	his daughter	geni:6000000178223815833
10	Gevehard van Scoten, heer van Breda	her son	geni:6000000003827774176
11	Heinrich II von Breda & Schoten, Burrgraf von Mecklenburg	his son	geni:6000000010081163406
12	Countess Kunigunde von Oldenburg-Wildeshausen, Gräfin	his daughter	geni:6000000003827488971
13	Heinrich IV von Oldenburg-Wildeshausen, der Bogener	her son	geni:6000000003827488964
14	Hedwig von Oldenburg-Wildeshausen	his daughter	geni:6000000003827484424
15	Johann II Count von Oldenburg	her son	geni:6000000002188021418
16	Konrad I, count of Oldenburg	his son	geni:6000000003827484412
17	Christian V, Count of Oldenburg	his son	geni:6000000003116926743
18	Dietrich "The Lucky" of Oldenburg, Count	his son	geni:6000000000679384443
19	Christian I King of Denmark, Norway and Sweden	his son	geni:4103872
20	Margaret of Denmark, Queen consort of Scotland	his daughter	geni:6000000004131116716
21	James IV, king of Scots	her son	geni:4229916861440069622
22	James V, King of Scots	his son	geni:6000000003233882803
23	Mary I, Queen of Scots	his daughter	geni:6000000003234018546
24	James Hepburn, 4th Earl of Bothwell	her husband	geni:6000000001723257706
25	Anna Throndsen	his fiancée	geni:296165995120003655
